"","logFC","logCPM","PValue"
"FBgn0000352",0.0725468571609068,5.8164041242161,0.800587384444747
"FBgn0000355",-0.448342942044752,-0.18980401316407,0.535030565189039
"FBgn0000356",0.19517781940956,-2.88792223610738,1
"FBgn0000357",-0.497247254649706,-0.444284841725204,0.334351704953871
"FBgn0000358",0.782934457503831,-3.00113471462967,0.624417350067089
"FBgn0000359",-0.751144072637604,-1.82812682482026,0.47597288071873
"FBgn0000360",-0.85447363202812,-3.28490555813749,0.720375778672556
"FBgn0000370",0.00867593566496876,10.0131671160456,0.975942432663614
"FBgn0000376",0.118196051401268,4.47746598955384,0.695335282255438
"FBgn0000377",0.0599949321010687,5.11823668301559,0.833346079225496
"FBgn0000382",0.154871539204225,6.99187305716342,0.577349745396654
"FBgn0000384",0.175419547897183,6.06275003036153,0.526466705173991
"FBgn0000392",-0.25297893896681,6.46311619534393,0.538333352105105
"FBgn0000394",-0.225583695614615,5.59017615009509,0.430064485102572
"FBgn0000395",-0.0662735701977269,5.9422118861497,0.810449285311616
"FBgn0000404",0.0411079415113216,6.35415553417143,0.889778259782837
"FBgn0000405",-0.146044519877969,6.71426852490952,0.633766582551016
"FBgn0000406",1.93257303821748,1.27589707489681,0.00429470154126933
"FBgn0000409",-1.37830484048517,6.20758168462821,0.00476709964839176
"FBgn0000411",0.097537796840895,4.23398008234591,0.764585317448323
"FBgn0000412",-0.0979732322914255,7.9774531600212,0.735111708535577
"FBgn0000413",-0.0434911720989725,6.74390175101796,0.875354024554343
"FBgn0000414",0.00442637323446192,6.80279352171725,0.987759493619481
"FBgn0000416",0.328339420106893,10.6158411416582,0.268178411353981
"FBgn0000422",-1.72561203370187,4.8093513952763,0.00704195357269199
"FBgn0000426",-0.171006646686117,4.33758443502931,0.559244646182831
"FBgn0000427",-0.011057543374521,1.51103361776403,0.990431851116
"FBgn0000439",0.165458713385925,1.62020023785882,0.69541059476488
"FBgn0000442",-0.0125695966802284,1.24635624131865,0.988877974224158
"FBgn0000447",-0.227039426249034,6.35920649580105,0.456912439593573
"FBgn0000448",0.221184042648468,8.0438823499525,0.613228977988066
"FBgn0000449",1.038934067824,1.06662161671695,0.10499607138476
"FBgn0000451",1.6940211802267,9.78352040282597,0.000232915135548924
"FBgn0000454",0.307099645892418,9.5926610471551,0.30405634421447
"FBgn0000455",0.226672595009811,6.58466390238828,0.429721391001708
"FBgn0000459",0.104513350647042,3.81752034487785,0.754672941822529
"FBgn0000463",-0.0685439280583666,6.6571738198055,0.809532639303403
"FBgn0000464",-0.26353163113488,7.23924671048632,0.356710205407447
"FBgn0000473",-1.17339772255784,1.79082520711859,0.0168969753278169
"FBgn0000477",0.576761252504826,6.56414722472166,0.0524702052273363
"FBgn0000479",-0.0388260813834648,6.27729279973956,0.888027400488615
"FBgn0000482",0.182574208791593,5.00587158796915,0.518333627681993
"FBgn0000489",0.831385711789731,6.98024192569282,0.00331658637576201
"FBgn0000490",-0.142098593107412,5.50052393239797,0.621635426263477
"FBgn0000492",0.0921557054403215,4.19409245703219,0.771544506540996
"FBgn0000497",-0.148671541354286,8.1387966209825,0.606533896781189
"FBgn0000499",-0.106492800954759,6.18746883934316,0.697942818812194
"FBgn0000500",-0.142683982542288,0.774096055210022,0.772775316898593
"FBgn0000504",-0.11211302272774,5.72206626593121,0.699786347782761
"FBgn0000520",0.0638972527270036,3.74904657396506,0.835646097797388
"FBgn0000524",-0.0546858275436337,6.02536753442276,0.848567738163267
"FBgn0000527",-0.359510532553376,5.98109432226362,0.600464428648954
"FBgn0000529",0.106461218634268,0.493684651927864,0.840954231310086
"FBgn0000533",0.558880609851083,3.4495499524232,0.0915843975177806
"FBgn0000535",-0.857292423749863,3.5422003265532,0.0124620968703124
"FBgn0000536",0.51249936305477,6.53192616962748,0.0622278156636368
"FBgn0000541",0.0691702221237951,8.14944718492619,0.8101628818961
"FBgn0000542",-0.151640085700223,7.84120583198723,0.602674332024615
"FBgn0000543",0.128317578197812,5.72542321307678,0.637290033582021
"FBgn0000546",-0.0428803211454492,7.48994452992865,0.895643833403326
"FBgn0000547",0.0455514148438507,9.10486578117852,0.87769965663373
"FBgn0000551",4.97799659071438,7.91096535463693,2.31435849987303e-10
"FBgn0000552",6.30711141852307,5.22151614456496,2.86326088326322e-06
"FBgn0000556",0.211476274954765,12.6667641412687,0.467334036056743
"FBgn0000557",-0.425431645282915,10.2184402012481,0.165785562350007
"FBgn0000559",0.0715091061796216,11.7034067527254,0.805785736671937
"FBgn0000560",0.0887712137544882,2.91798548867562,0.818429631845188
"FBgn0000562",0.0320466120333641,6.57967724081357,0.907846338137146
"FBgn0000564",-0.105807069714204,0.848520468417508,0.819203881382417
"FBgn0000565",-0.0282733968663841,6.90940658724666,0.923545217006348
"FBgn0000566",-0.175746276028433,5.74296810121062,0.512568978775299
"FBgn0000567",-0.0950377276637398,7.64101448331888,0.758924983000417
"FBgn0000568",-0.0028263006778153,8.82561244111201,0.993023014145181
"FBgn0000575",0.325820243053822,7.71207503703111,0.255255299897391
"FBgn0000576",0.353028644023375,4.04306171558671,0.293951261134808
"FBgn0000577",0.22749791282794,3.9292788043779,0.521099726532132
"FBgn0000578",0.159147769874531,7.68689711634852,0.572736274870176
"FBgn0000579",-0.233749614305699,9.02827428120442,0.447391043774353
"FBgn0000581",-0.0699445403339167,7.34512921967039,0.806379146028984
"FBgn0000588",-0.0449619707531269,2.54476451307585,0.907089516877503
"FBgn0000591",1.04733560784951,1.13709502702619,0.0203784929867919
"FBgn0000592",-1.61354588773104,3.69687705104792,0.000269118493995794
"FBgn0000594",0.0832706809559301,-0.144459274875472,0.905987305660489
"FBgn0000606",0.0620426383941609,-1.67473403598901,1
"FBgn0000611",0.120148788260213,7.54693247370136,0.672520874056173
"FBgn0000615",-0.329880441173924,8.97728592103785,0.453097820908555
"FBgn0000617",-0.041776971638359,3.95752060892561,0.889516405166328
"FBgn0000618",-0.105320117933728,3.25794244368115,0.762708174247084
"FBgn0000625",0.121324088473453,3.30824885077649,0.726320503282371
"FBgn0000629",0.106208454607115,5.05649414252288,0.706802053569441
"FBgn0000633",-0.128221487566985,4.87746781097902,0.647404269773445
"FBgn0000635",0.208710633632782,8.34840540414551,0.467048745964558
"FBgn0000636",-0.13376845581797,8.82412266494265,0.648152374117915
"FBgn0000639",5.8873913485419,12.7070512910484,9.69772783184594e-21
"FBgn0000640",2.95213173768501,9.43646347291662,5.09468948966378e-07
"FBgn0000644",0.251562183238403,1.07837390833146,0.539475729284581
"FBgn0000658",0.114975276067177,6.07779147705374,0.712918728205863
"FBgn0000659",0.485118573620145,5.40371398791472,0.0932950291502985
"FBgn0000662",0.0473302757982279,6.61759876503642,0.865450838795398
"FBgn0000667",-0.431276863909655,8.29686877033609,0.19618942146035
"FBgn0000709",0.0448559376759571,5.70205351330009,0.870073777470608
"FBgn0000711",0.148062153477732,6.34189231214976,0.588508446709487
"FBgn0000715",-0.273763853566991,1.2900787413781,0.493817966372134
"FBgn0000719",0.482153897699748,5.97406639013333,0.0883720553386902
"FBgn0000721",0.186558291427503,7.27276715399575,0.522162295683479
"FBgn0000723",0.102053836248216,6.92223662417795,0.720799632904993
"FBgn0000808",1.39874406169697,-2.18282032984507,0.0927839664114784
"FBgn0000810",-0.0139179863136067,4.75634326397405,0.962207699672105
"FBgn0000826",-0.245101469140794,0.0550077179025371,0.629217353084208
"FBgn0000927",-0.563234348081413,0.00259429952708016,0.235103418888047
"FBgn0000928",-0.312165833068107,1.45043793127701,0.463954271294318
"FBgn0000964",0.220103635288924,1.59920802549977,0.580823534207666
"FBgn0000996",0.0696044572849219,4.41842608817996,0.824273502761172
"FBgn0001075",-0.0590496736211887,8.02445301046877,0.843938414995086
"FBgn0001077",0.135986527200487,0.193282782573872,0.835512810009915
"FBgn0001078",2.0394513423587,7.17040022200866,7.48999242408713e-07
"FBgn0001079",0.231349936820229,4.30336807156168,0.448732488177959
"FBgn0001083",0.147977299371046,6.38339763290812,0.627599589972146
"FBgn0001084",0.122137778852776,3.7882426274714,0.688939368445513
"FBgn0001085",-0.193966284296466,6.53942313327407,0.514994415290934
"FBgn0001086",-0.0742827312035632,4.95615657072019,0.809597641339372
"FBgn0001087",0.0955614326399053,6.16646121669103,0.727002244395255
"FBgn0001089",0.350103561885407,8.74010326156084,0.255209276474557
"FBgn0001090",-0.824179799579659,12.5991947331821,0.0831574196556602
"FBgn0001091",-0.864599577123259,8.76908735537574,0.00640570549734014
"FBgn0001092",-0.0211344068553427,8.47919966550065,0.945231189741569
"FBgn0001098",-0.564517767739056,8.14270207882146,0.0622307343257227
"FBgn0001099",0.25409339180179,4.81133704738865,0.588198750765808
"FBgn0001104",0.23427153680426,6.9943974177665,0.434627098339148
"FBgn0001105",0.0244617904144517,8.80994068487242,0.931835883177592
"FBgn0001108",0.228116720320837,6.59810858362916,0.408352932812911
"FBgn0001112",-0.487105264206847,5.80690461149177,0.123921090785432
"FBgn0001114",0.151203598024284,9.66900987334527,0.606736173224392
"FBgn0001120",0.817194546234286,-2.38187201691597,0.353156735950736
"FBgn0001122",0.0654528484249431,7.26861406151019,0.813901797117824
"FBgn0001123",0.0944204888414395,6.81945799453536,0.734715719669811
"FBgn0001124",-0.227146498584562,7.56610406311754,0.443678078075807
"FBgn0001125",0.321892921865694,6.9658956859143,0.272509110342837
"FBgn0001128",0.0894194980373128,6.11839651354751,0.776841583425401
"FBgn0001133",0.000663662964371342,4.51608846861407,0.999670653838667
"FBgn0001134",-0.518947454601094,1.27034290911497,0.208664809459451
"FBgn0001137",-0.371935053629786,4.63135292957236,0.201097161899824
"FBgn0001138",-0.0240494800722678,5.12922796455765,0.935280936107172
"FBgn0001139",-0.0140338764033688,7.16364387587871,0.961005039635747
"FBgn0001142",0.956366008958327,9.20485922841618,0.00196525118635748
"FBgn0001145",0.51066537836631,7.15854770814082,0.11412492431118
"FBgn0001147",-0.049290559272232,1.63842449515568,0.927792286418764
"FBgn0001148",0.243025386100082,1.24945448739847,0.597485755084557
"FBgn0001149",-0.115295229179918,8.85825338317644,0.690765555032032
"FBgn0001150",-0.241892256496692,-0.0287216393278223,0.626870765677771
"FBgn0001168",0.512663647091766,5.96494114683558,0.0760673675470527
"FBgn0001169",0.0519700974540411,6.29530308621769,0.85049177270954
"FBgn0001170",0.516706846355436,1.18966038056998,0.222706201802405
"FBgn0001174",0.660495250973225,-2.29490781366085,0.405631546604255
"FBgn0001179",0.184364708773664,4.9614374914352,0.511096914646522
"FBgn0001180",-0.0185858041352969,1.21077344500201,0.97932447529176
"FBgn0001185",0.0315142643645541,4.37826468017326,0.915636076931901
"FBgn0001186",0.117667786654024,6.70296213584688,0.678782572532758
"FBgn0001187",0.890873607055983,-0.173976283746806,0.104630292287975
"FBgn0001189",-0.0256198286560309,6.04470666064952,0.926624760141868
"FBgn0001197",-0.140833876770688,7.07722982467094,0.636017451415421
"FBgn0001202",0.212174144910079,5.74114723475025,0.43080990982155
"FBgn0001206",0.0561566318551315,4.47428801511477,0.854647231795932
"FBgn0001208",0.147780124165054,6.21905121054697,0.610079945273302
"FBgn0001215",-0.0489519825571776,8.78608746465508,0.864703735457605
"FBgn0001216",-0.736008094208813,5.90269008373461,0.0937097193132293
"FBgn0001217",-0.407752762512733,7.37195506111421,0.351385179879981
"FBgn0001218",0.466592387228494,11.0358100528915,0.164836248884598
"FBgn0001220",-0.332515139418907,8.59521798697687,0.249135569805951
"FBgn0001222",0.590527840940881,7.24734822194749,0.0656089719342767
"FBgn0001223",-0.0684963742587443,9.9376800498966,0.870982220515369
"FBgn0001224",0.840080044757981,11.8903302014204,0.0352486387133436
"FBgn0001225",0.189769140119665,11.3826959869106,0.645795801998043
"FBgn0001226",-0.00236364016939938,11.3257917684311,0.99445388463222
"FBgn0001227",-0.00391544704604914,8.78838685954354,0.990475126626687
"FBgn0001228",0.725533252857578,5.22504364537492,0.0217260127490109
"FBgn0001229",0.42989126000028,8.0591639258327,0.336061795881748
"FBgn0001230",-0.124610536186388,11.1779438467602,0.768036361968051
"FBgn0001233",-0.0769149406124284,12.0368004024727,0.817728006851429
"FBgn0001235",0.0206184297417155,8.22871279027778,0.944321357191227
"FBgn0001247",-0.0993006669937914,6.37955233822287,0.718075524689157
"FBgn0001248",0.0805465478603415,9.01634079820971,0.776069466191728
"FBgn0001250",-0.0813256827864067,6.97808099264081,0.785697513325882
"FBgn0001253",1.31239374090232,8.28180483940764,0.000890432839448312
"FBgn0001254",-0.203302668688406,11.0733197736033,0.514130595095151
"FBgn0001255",1.11433834146573,4.81152294454967,0.00823588717867133
"FBgn0001256",2.70725091547586,8.86971800148341,3.43098323086249e-05
"FBgn0001257",0.426488103916983,7.62836158625558,0.222911886763693
"FBgn0001258",1.93481579100124,6.29928590000441,5.53119918327303e-06
"FBgn0001259",0.152915410027672,4.37064739677111,0.634834014338701
"FBgn0001263",-1.98350904946535,3.05450355577668,0.000114285986895232
"FBgn0001269",-0.0942254106463471,4.9903210845529,0.762545121911469
"FBgn0001276",0.153453656810791,3.39806492413051,0.635682694792977
"FBgn0001280",-0.209561614899033,5.76241962571647,0.462640950428843
"FBgn0001281",-0.389522813043942,5.7914708926391,0.391580914462477
"FBgn0001285",0.492125951802367,-1.62806206491121,0.474538087822646
"FBgn0001291",-0.148990216505869,6.06915042282385,0.590665716507309
"FBgn0001296",-0.0507083604105989,6.19431677871539,0.884012401854223
"FBgn0001297",-0.395786044451255,7.00813200816773,0.244511081995666
"FBgn0001301",0.0629159015822468,6.76461606500821,0.822740022524126
"FBgn0001308",0.021031400624718,7.8450052938604,0.940797290154862
"FBgn0001311",0.107317629154216,8.90858936500672,0.744627260436444
"FBgn0001313",-0.250645458051412,2.90574747787094,0.609058117169216
"FBgn0001316",0.0628941656755205,8.96513688212136,0.830196197934647
"FBgn0001319",0.112996231811377,3.68442182926157,0.728367483094942
"FBgn0001320",0.112868580206975,4.39093489210881,0.709871946465461
"FBgn0001321",0.237009597639089,6.54219894453706,0.492639254053494
"FBgn0001323",0.036284146655218,5.07959331859796,0.904027778629001
"FBgn0001324",0.0592610176274682,6.5428424210143,0.834243064120424
"FBgn0001325",1.05652337768933,1.55215377228591,0.0330044726277564
"FBgn0001330",0.133034687048611,3.50592389566562,0.681311407339319
"FBgn0001341",-0.126945486233473,4.23437219014254,0.680305545470092
"FBgn0001404",0.293573105712849,6.93170226613868,0.305909458058387
"FBgn0001491",-0.0703882507021662,4.67036964704578,0.808641194027066
"FBgn0001565",0.165023395301038,5.72590169295106,0.561939853917904
"FBgn0001612",0.0123966883221516,4.77123488275486,0.966289046913977
"FBgn0001624",-0.183519650506879,7.60851079243888,0.513646678916396
"FBgn0001941",0.189538663827692,5.60608783201166,0.492036929275367
"FBgn0001942",0.176629110162409,10.7870671927884,0.541713745024335
"FBgn0001961",0.248488329230788,6.96813791813016,0.371884427063492
"FBgn0001965",0.0749011307159284,6.19374599906876,0.784270111967706
"FBgn0001967",-0.0583695879563925,6.70629257947772,0.844053940837917
"FBgn0001970",-0.0901992579562083,5.00492570585374,0.775000482219851
"FBgn0001974",0.0637051545932848,4.2571793019113,0.828603706142085
"FBgn0001977",0.106438131603913,6.24780092194172,0.69550068143671
"FBgn0001978",0.0873619603664183,6.44198355657534,0.751011462270829
"FBgn0001981",0.676453435551058,5.05564472710735,0.0352841743668237
"FBgn0001983",1.98857509304083,-0.466786067974342,0.00200605705089098
"FBgn0001986",0.0522893163086666,4.97186476457992,0.857641233658092
"FBgn0001987",-0.0880041869045972,7.60559590851917,0.749725570650549
"FBgn0001989",-0.64241753938209,5.39777185990746,0.0255348748525296
"FBgn0001990",0.134426042505556,3.76339740292942,0.658404586915148
"FBgn0001991",-0.742489481976638,5.88873939964798,0.0331384374114786
"FBgn0001992",-0.461499923185737,6.74856090356996,0.510208955959946
"FBgn0001994",0.046599183562644,7.59213373103776,0.8767522603107
"FBgn0001995",-0.653067188799752,4.63381017605462,0.0215044688143447
"FBgn0002021",-0.274204219291428,4.97540377127862,0.341872817750064
"FBgn0002022",0.479096446345205,6.56793766714759,0.0844973987860966
"FBgn0002023",-0.166749050650982,3.55886001678651,0.628092817512226
"FBgn0002031",-0.383460705529783,7.05431678000783,0.181865737591988
"FBgn0002036",-0.530903134131599,5.71541785087737,0.17074181084596
"FBgn0002044",0.175525675370445,6.89929183430526,0.530106166220997
"FBgn0002069",0.472863103121608,7.58819833490185,0.111748943650047
"FBgn0002121",0.112088817832576,7.80470512853611,0.700046139956084
"FBgn0002174",-0.568464840537221,6.19579181723462,0.0784798729405172
"FBgn0002183",0.122673390643442,6.7836420559182,0.678370155678472
"FBgn0002283",0.0598588470847494,4.85795774162784,0.829579150639603
"FBgn0002284",0.180934117013287,6.851647045532,0.515223037517103
"FBgn0002306",-0.357366696094219,8.6960308994936,0.231443355432783
"FBgn0002354",-0.21896796510631,2.63682942172323,0.554680201853593
"FBgn0002413",0.0595160888982118,7.26117847804663,0.832139293511284
"FBgn0002431",0.0441821916252918,8.06936695344325,0.875924746911556
"FBgn0002440",-2.62930953799111,0.78217860169139,0.000969209266907554
"FBgn0002441",0.0347107308313609,5.91764480524754,0.900786494507848
"FBgn0002466",-0.0981068168106691,5.9215557946881,0.783276363744668
"FBgn0002521",0.0573292109331458,6.41529144207014,0.833612293307346
"FBgn0002522",-0.0871595648241126,1.4200942114022,0.836407599064136
"FBgn0002524",0.301916468349017,5.25097760703774,0.296017611245675
"FBgn0002525",-0.141620745171941,8.04733461095036,0.628708229256255
"FBgn0002526",-0.169593430929252,9.5699869763082,0.562126284412235
"FBgn0002531",2.04062196335329,1.79522275339166,0.0607936863304746
"FBgn0002533",3.13937128327143,0.655150009709342,0.0123711217114934
"FBgn0002534",0.650779049804162,0.619319199338494,0.134121382734462
"FBgn0002535",2.3407322828653,3.30176206375577,1.68308338017943e-05
"FBgn0002542",0.195975548220808,5.53445640526535,0.493954882576304
"FBgn0002543",0.0382040611122112,7.7916768740746,0.89702316442866
"FBgn0002552",0.0472778595279779,5.43882247280112,0.865812306982503
"FBgn0002561",0.43631235219802,-2.41550562798045,0.652917824509744
"FBgn0002562",1.12091766613241,4.42521925320075,0.0150546343106134
"FBgn0002563",1.17685433688268,7.46028934473021,0.0124570492692405
"FBgn0002564",3.63639872610089,9.93407432307936,8.93020039478664e-21
"FBgn0002565",0.688575067063222,12.1626332684191,0.0536471167595962
"FBgn0002566",0.0248791544256412,6.17734285845555,0.927707838090679
"FBgn0002567",-0.270887900527655,6.55115300248134,0.330727652305588
"FBgn0002569",-0.198598577395984,2.23105733060028,0.675467341091807
"FBgn0002570",-0.112026875425115,-1.88553523059046,1
"FBgn0002571",-1.27517628979487,-1.55776175869364,0.0729947112558835
"FBgn0002573",0.219845818136992,2.43276902090854,0.575863208770576
"FBgn0002576",0.2480823014147,1.85916050598333,0.530563471529193
"FBgn0002577",1.42227092483398,7.59046671080141,0.00407248389062153
"FBgn0002578",0.809038435325959,0.50012423754537,0.116642536540533
"FBgn0002579",0.0427873158728435,9.51107798859612,0.881900245159327
"FBgn0002590",0.040655978549288,9.88597640358141,0.887243541663962
"FBgn0002592",0.375905407846898,4.13508337881318,0.217249197604903
"FBgn0002593",0.0633539011710613,9.26949314587921,0.826134602497583
"FBgn0002607",0.0561591226148644,9.90483978889718,0.84486256149141
"FBgn0002609",-0.0752840995550124,4.70708595411041,0.798142812588957
"FBgn0002622",0.0135142947239833,9.96306175071183,0.962520212636407
"FBgn0002626",0.0299467478533833,9.3259214407055,0.915997564578577
"FBgn0002629",1.92315288346414,2.23948030023861,8.57724204924579e-05
"FBgn0002631",0.595902594938472,-1.03226799616769,0.273262149054207
"FBgn0002632",0.325725397102797,3.39806769037872,0.464233739726409
"FBgn0002633",0.570941166015327,3.50713412079793,0.0868571052089214
"FBgn0002638",-0.027643780166246,6.0346486169793,0.92327996613189
"FBgn0002641",0.219070259436602,3.54222033772039,0.48648134557292
"FBgn0002643",0.21657625369979,8.04797965864751,0.462861964585047
"FBgn0002645",0.111245493853334,8.6069677016292,0.703866828217764
"FBgn0002673",-0.195710360569603,5.07257754010913,0.622283038600463
