"","GeneID","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4","external_gene_id","description","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"9344","FBgn0040601","428.639801226129","7278.28709343002","6155.46524516232","6597.74835931994","546.270616272482","1271.41860853817","4360.17882533983","1630.85141227335","CG13643","",3533.60749519528,6097.91988081303,969.295109577532,0.158955041804895,-2.65330931765928,1.06981027151883e-18,7.372597486172e-16
"795","FBgn0004594","8689.05446117588","8.19442365844407","28.3260347564992","22.4095613676307","7083.03169627078","19041.6620556607","33.9401569175389","21413.4942391865","Eig71Eg","Ecdysone-induced gene 71Eg [Source:FlyBase gene name;Acc:FBgn0004594]",7040.01407862425,23.2175441750282,14056.8106130735,605.439167342788,9.24183819943535,9.63600291830328e-18,6.32442991537972e-15
"11367","FBgn0250833","900.750148331322","134513.922680457","128417.168031464","225549.433970032","923.391447810846","1286.22714474411","87547.5034302277","4774.75443084174","CG34461","",72989.1439104886,144007.007028045,1971.280792932,0.0136887838558307,-6.19086190995012,1.67431981778553e-17,1.04896136584264e-14
"11655","FBgn0260645","1413.29821253332","34.4165793654651","67.5466982654981","22.4095613676307","3006.79917890759","2207.52964727052","33.9401569175389","1406.83866647855","CG42537","",1024.09733763826,39.5782489790332,2008.61642629749,50.7505126707745,5.66535049105411,2.40030352138225e-17,1.43840797544398e-14
"8000","FBgn0038095","1491.14081794467","294.999251703986","248.397535556993","282.920712266338","1415.12743403244","2175.79706968637","329.219522100127","1774.7216671157","Cyp304a1","Cyp304a1 [Source:FlyBase gene name;Acc:FBgn0038095]",1001.54050130083,288.884255406861,1714.19674719479,5.93385314398855,2.56896922222412,2.81498271741899e-16,1.61662111642441e-13
"791","FBgn0004590","12204.1030198156","22.9443862436434","28.3260347564992","18.6746344730256","8917.79848696601","24717.5624328785","48.6475582484724","31414.8908811802","Eig71Ec","Ecdysone-induced gene 71Ec [Source:FlyBase gene name;Acc:FBgn0004590]",9671.61842932025,29.6481534304101,19313.5887052101,651.426361191187,9.34745829205427,5.21897615385823e-16,2.87732593314512e-13
"3348","FBgn0030597","132.433523492035","9.83330839013288","18.5208688792495","4.6686586182564","118.312417737526","186.164455160331","10.1820470752617","135.180105221","Eo","Ecdysone oxidase [Source:FlyBase gene name;Acc:FBgn0030597]",76.911923071724,10.8012207407251,143.022625402723,13.2413389963847,3.72697711323857,1.20710063421594e-15,6.39902616976858e-13
"10378","FBgn0052274","532.7669227504","4.09721182922203","17.4314060039995","1.86746344730256","280.067676363049","899.089698217508","1.13133856391796","743.490578715499","Drsl1","Drosomycin-like 1 [Source:FlyBase gene name;Acc:FBgn0052274]",309.992786986362,6.13185496111051,613.853719011614,100.108975653338,6.64542752009289,1.43512376616162e-15,7.32604106259465e-13
"8348","FBgn0038654","18.1969726935621","235.999401363189","312.675845196741","281.053248819035","50.8373669965931","24.3283094811796","257.945192573296","35.72617066555","CG14298","",152.095313473643,271.918421988065,32.2722049592212,0.118683407778226,-3.0748098379973,2.02600850854711e-15,9.97302688332314e-13
"2564","FBgn0028544","1314.22580564615","60759.1931002652","28308.6033504952","38080.3808856701","1161.86491481305","1189.97165940553","36766.240650206","5133.94728185754","CG16884","",21589.3034560448,40978.6044966591,2200.00241543057,0.0536866114025412,-4.21929384218731,3.23437679517434e-15,1.53722121958234e-12
"2650","FBgn0028871","52.569032225846","2.45832709753322","7.62624012674978","1.86746344730256","93.3558921210164","125.872557750451","3.39401569175389","124.55881123935","Cpr35B","Cuticular protein 35B [Source:FlyBase gene name;Acc:FBgn0028871]",51.4627924625003,3.83651159083486,99.0890733341658,25.8279092837572,4.69085895986738,1.5860709233318e-14,7.28693851209407e-12
"794","FBgn0004593","6288.06500855311","13.1110778535105","29.4154976317492","24.2770248149333","5499.6787932678","16104.2831239548","18.1014170226874","18284.0748033204","Eig71Ef","Ecdysone-induced gene 71Ef [Source:FlyBase gene name;Acc:FBgn0004593]",5782.62584330237,21.2262543307201,11544.025432274,543.855983840103,9.0870808579658,3.11471859038856e-14,1.38484407520405e-11
"3252","FBgn0030443","129.400694709775","13.9305202193549","17.4314060039995","11.2047806838154","108.144944338207","203.088496538543","18.1014170226874","171.8718480667","CG12715","",84.1467634478852,15.1670309824643,153.126495913306,10.096009963344,3.33571333405856,5.72072680075e-14,2.46402429671054e-11
"5960","FBgn0034856","618.69707158111","3026.20065706339","2926.29728292142","3227.91056866247","475.098302477252","666.384129267094","2405.22578688959","674.934953924849","yellow-d2","yellow-d2 [Source:FlyBase gene name;Acc:FBgn0034856]",1752.5935940984,2896.40857388422,608.778614312576,0.210183956711665,-2.25027554193287,6.94553878603247e-14,2.90092003296623e-11
"792","FBgn0004591","7891.42049144141","25.4027133411766","34.862812007999","24.2770248149333","6993.37306720406","19355.8145737437","39.5968497371287","23743.4199098885","Eig71Ed","Ecdysone-induced gene 71Ed [Source:FlyBase gene name;Acc:FBgn0004591]",7263.52093027236,31.0348499753094,14496.0070105694,467.088032392685,8.86755067103163,1.12657345371501e-13,4.56692997428056e-11
"4594","FBgn0032538","1236.3832002348","59960.2367935669","27228.9456411225","36149.4236811593","1209.92933451892","1177.27862837187","34677.7896612134","5010.35404279834","CG16885","",20831.2926228733,39504.0989442655,2158.48630148098,0.0546395528354232,-4.19391051296878,1.2578528345922e-13,4.95342446262408e-11
"8342","FBgn0038642","35.383002459704","635.067833529415","731.029589292729","1139.15270285456","158.9823113348","53.9453818930505","764.784869208543","190.21771948955","Muc91C","Mucin 91C [Source:FlyBase gene name;Acc:FBgn0038642]",463.570426257794,817.508748721312,109.632103794276,0.134105113817748,-2.89856384244112,4.56995329999215e-13,1.74965739816088e-10
"4095","FBgn0031747","6007.02287473032","13.1110778535105","211.355797798494","14.0059758547692","2895.88128727866","9160.1373959572","27.1521255340311","11436.2369016966","CG9021","",3720.61292958795,66.4062442602012,7374.81961491569,111.056116741353,6.79514504550871,5.02157806182358e-13,1.87060568719228e-10
"12135","FBgn0262685","198.144813774342","40.1526759263759","39.2206635089989","43.8853910116101","353.088621685429","397.71497238798","39.5968497371287","272.2913548023","CG43155","",173.011917854271,40.7138950460284,305.309940662513,7.49891260262251,2.90668140940305,7.88070793383412e-13,2.85841572242199e-10
"6462","FBgn0035685","17.1860297661419","393.332335605315","239.681832554993","154.065734402461","4.6215788178721","1.05775258613824","346.189600558897","29.93273758465","CG13297","",148.258450234559,283.317375780417,13.1995246887006,0.0465891816636435,-4.42386119996308,1.64683226672005e-12,5.82007413646218e-10
"9253","FBgn0040299","288.118734314733","47.5276572189756","39.2206635089989","38.2830006697024","223.68441478501","391.36845687115","41.8595268649646","458.646785571249","Myo28B1","Myosin 28B1 [Source:FlyBase gene name;Acc:FBgn0040299]",191.088654975598,41.7227120656604,340.454597885536,8.15993450640867,3.02855757282684,5.68587537029031e-12,1.95921050571778e-09
"11585","FBgn0260226","764.272853129607","7.37498129259966","7.62624012674978","4.6686586182564","338.299569468238","1576.05135334598","4.52535425567185","1218.5520913493","CG42500","",490.171387698301,6.04880857331942,974.293966823282,161.07204501739,7.33156231749783,1.87210298802797e-11,6.29346231316816e-09
"961","FBgn0010052","11753.2224741863","1061.99730613435","2108.11066360869","1360.44712135991","11203.6313702855","11708.2633759642","1603.10674507175","5550.10889150219","Jhe","Juvenile hormone esterase [Source:FlyBase gene name;Acc:FBgn0010052]",5793.61099351412,1533.41545904368,10053.8065279846,6.55647917770091,2.71292129708994,1.94325996710967e-11,6.37713145873158e-09
"6393","FBgn0035557","607.576699379489","91.7775449745735","110.035750400247","123.252587521969","539.800405927461","858.895099944255","99.5577936247808","451.887780310199","CG11353","",360.347957760372,106.155919130393,614.539996390351,5.78903184508727,2.53332209276011,2.27798486789704e-11,7.30173614749417e-09
"565","FBgn0003373","266.88893283891","4.91665419506644","1.08946287524997","1.86746344730256","120.161049264675","107.890763786101","7.91936994742574","156.4226931843","Sgs3","Salivary gland secretion 3 [Source:FlyBase gene name;Acc:FBgn0003373]",83.3945486923788,3.94823761626118,162.840859768496,41.2439360533473,5.36611011560685,2.38926764710899e-11,7.48438090456891e-09
"10728","FBgn0053514","244.648188435668","31.9582522679319","83.8886413942476","22.4095613676307","208.895362567819","385.021941354321","22.6267712783593","386.22887206","CG33514","",173.209698840747,40.2208065770424,306.198591104452,7.61294009651281,2.92845372619848,3.68999011128937e-11,1.13020297119781e-08
"5268","FBgn0033731","2195.76803835649","8064.13232227481","9095.92554546199","9480.17819023144","1162.78923057662","3728.57786613731","6869.48776010987","1921.4886384985","Cpr49Ah","Cuticular protein 49Ah [Source:FlyBase gene name;Acc:FBgn0033731]",5314.79344895588,8377.43095451953,2252.15594339223,0.268836109258199,-1.89520116529383,6.1305305900641e-11,1.83689354614899e-08
"4168","FBgn0031865","993.756897653972","180.277320485769","230.966129552993","141.927221994994","982.547656679609","1572.87809558757","165.175430332023","1850.0362971674","Nha1","Na[+]/H[+] hydrogen antiporter 1 [Source:FlyBase gene name;Acc:FBgn0031865]",764.695631181791,179.586525591445,1349.80473677214,7.51618047248662,2.90999970800805,6.84526535379042e-11,2.00741047598497e-08
"8337","FBgn0038632","640.937815984353","1958.46725436813","1890.2180885587","1850.65627627684","454.763355678615","348.000600839482","1648.36028762847","450.922208130049","CG14301","",1155.29073593308,1836.92547670803,473.655995158125,0.257852591824774,-1.95538154791934,9.7594576741891e-11,2.80238760673642e-08
"8464","FBgn0038840","223.418386959845","1070.1917297928","991.411216477471","1303.48948621719","159.906627098375","276.073424982082","782.886286231231","398.781310401949","CG5621","",650.769808520117,1036.99467967967,264.544937360563,0.255107323638614,-1.97082377836388,1.41605470055737e-10,3.98315957913923e-08
"6455","FBgn0035673","968.48332446847","63.9165045358637","38.1312006337489","87.7707820232202","628.534719230606","926.591265457102","50.9102353763083","397.815738221799","CG6602","",395.26922124339,60.1821806422853,730.356261844494,12.1357560335946,3.60119208322329,1.44982333083943e-10,3.99658299379198e-08
"7015","FBgn0036591","51.5580892984258","12446.5100948107","8991.33710943799","1978.57752241706","188.560415769182","110.006268958377","10128.8741627575","118.76537815845","CG13050","",4251.77363020096,8386.32472235582,117.222538046109,0.0139778200733896,-6.16071680864193,2.57928744233083e-10,6.97065074855802e-08
"6410","FBgn0035587","333.611166048638","69.6526010967746","67.5466982654981","81.2346599576613","421.487988189936","297.228476704847","93.901100805191","356.29613447535","CG4623","",215.119853192987,78.0837650312812,352.155941354692,4.50997644918396,2.1731198998367,2.97879228137074e-10,7.89551807964096e-08
"9104","FBgn0039848","1807.56595422716","35.2360217313095","71.9045497664979","61.6262937609844","5498.75447750423","5378.67190051297","58.8296053237341","9474.19423163179","lox","lysyl oxidase-like [Source:FlyBase gene name;Acc:FBgn0039848]",2798.34787930733,56.8991176456315,5539.79664096904,97.3617319599044,6.60528292715162,3.38580327285828e-10,8.80500500185012e-08
"7441","FBgn0037225","18.1969726935621","184.374532314991","132.914470780496","117.650197180061","12.9404206900419","11.6352784475207","134.629289106238","48.2786090074999","TwdlG","TweedleG [Source:FlyBase gene name;Acc:FBgn0037225]",82.5774712775514,142.392122345447,22.7628202096561,0.159860109075648,-2.64511811616047,5.22700524522049e-10,1.33414469064582e-07
"7553","FBgn0037410","2889.27488656669","494.123746604177","893.359557704974","231.565467465517","3363.58506364732","3647.13091700467","687.853846862122","1764.10037313405","Osi2","Osiris 2 [Source:FlyBase gene name;Acc:FBgn0037410]",1746.37423237369,576.725654659198,2916.02281008818,5.05616975164965,2.33804490017484,5.98583152740495e-10,1.50004938076768e-07
"2544","FBgn0028514","363.939453871241","26.222155707021","41.3995892594988","24.2770248149333","178.392942369863","241.16758963952","32.8088183536209","195.0455803903","CG4793","",137.90664430075,31.1768970337685,244.636391567731,7.84672032315336,2.97208977983771,8.4491731647952e-10,2.07955274518522e-07
"2614","FBgn0028699","239.593473798567","962.025337501333","752.818846797728","1029.90609118736","116.463786210377","308.863755152367","613.185501643536","262.6356330008","Rh50","Rh50 [Source:FlyBase gene name;Acc:FBgn0028699]",535.686553161509,839.48394428249,231.889162040528,0.27622822761515,-1.85606733952185,1.25798806456166e-09,3.04190341997426e-07
"7216","FBgn0036881","100.083349814591","27289.0696673504","26689.6615178737","62128.6414283088","158.057995571226","160.778393093013","15050.1969158007","474.095940453649","Cpr76Bd","Cuticular protein 76Bd [Source:FlyBase gene name;Acc:FBgn0036881]",16506.3231510333,32789.3923823334,223.25391973312,0.00680872390466762,-7.1983998519048,1.33129189164456e-09,3.16365450733396e-07
"10044","FBgn0051343","144.564838621076","623.595640407593","496.795071113986","563.040229361721","83.1884187216978","252.80286808704","838.321875863211","178.63085332775","CG31343","",397.617474438009,630.438204186628,164.796744689391,0.261400314249684,-1.93566721937686,1.35954205319735e-09,3.17602849478288e-07
"10488","FBgn0052633","659.134788677915","133.569105632638","151.435339659746","68.1624158265434","776.425241402513","1406.81093956387","131.235273414484","1284.2109995995","CG32633","",576.37301297215,121.100533633353,1031.64549231095,8.51891780621203,3.09067017050103,1.39061898032692e-09,3.19448356764098e-07
"9594","FBgn0043792","446.836773919691","8858.17197477804","8221.08685663626","3744.26421184163","819.868082290511","499.259220657251","5727.96714911665","1371.112495813","CG30427","",3711.07084563163,6637.87254809314,784.269143170113,0.118150678171037,-3.08130018465149,1.42731302781207e-09,3.22502548562849e-07
"566","FBgn0003378","59.6456327177868","3.27776946337763","2.17892575049994","1.86746344730256","41.5942093608489","102.60200085541","9.05070851134371","109.10965635695","Sgs8","Salivary gland secretion 8 [Source:FlyBase gene name;Acc:FBgn0003378]",41.1657958079399,4.09371679313096,78.2378748227488,19.1116969679065,4.2563839788275,1.47357087678261e-09,3.27584312817656e-07
"6231","FBgn0035281","283.064019677632","19415.8674163174","12856.7513908249","30908.3875163046","377.120831538363","206.261754296958","10047.4177861554","1201.1717921066","Cpr62Bc","Cuticular protein 62Bc [Source:FlyBase gene name;Acc:FBgn0035281]",9412.00531340273,18307.1060274006,516.904599404888,0.0282351890370454,-5.14636189945446,2.01228956151233e-09,4.33365422286319e-07
"12728","FBgn0266569","1936.96664893694","154.055164778748","210.266334923244","225.96307712361","1149.84880988658","2140.89123434381","213.822988580495","1038.9556658414","CG42259","",883.846240551853,201.026891351524,1566.66558975218,7.79331351750668,2.96223685574264,2.14945599815972e-09,4.55783877271314e-07
"6362","FBgn0035513","5033.48483562475","102.430295730551","628.620079019232","164.336783362625","4955.25680852247","5225.29777552293","151.599367565007","1473.4631469089","Cpr64Ad","Cuticular protein 64Ad [Source:FlyBase gene name;Acc:FBgn0035513]",2216.81113653206,261.746631419354,4171.87564164476,15.9386029880203,3.99445327813169,2.5222742793308e-09,5.26734945333581e-07
"3446","FBgn0030737","1417.341984243","259.763229972677","247.308072681743","700.298792738459","912.299658647953","1412.09970249456","253.419838317624","1439.66812060365","CG9914","",830.274924962458,365.197483427626,1295.35236649729,3.54699149167056,1.82659586961919,5.13682478357445e-09,1.04118905870598e-06
"7858","FBgn0037870","56.6128039355264","1.63888473168881","5.44731437624984","1.86746344730256","35.123999015828","106.833011199963","1.13133856391796","63.7277638898999","CG18577","",34.047822395047,2.52125027978979,65.5743945103042,26.0086811039527,4.70092133718901,7.09931846688425e-09,1.39785580612951e-06
"12199","FBgn0262880","3405.86672247837","78.666467121063","290.886587691742","56.0239034190768","1881.90689463752","2883.43354981285","81.4563766020934","1040.8868102017","CG43235","",1214.89091399555,126.758333708494,2303.02349428261,18.1686160341842,4.18337662361389,7.28879863388732e-09,1.41495086719534e-06
"6348","FBgn0035490","90.9848634678103","817.803481112718","656.946113775731","830.087502325987","238.4734670022","186.164455160331","822.483135968359","375.607578078349","CG1136","",502.318824611436,781.830058295699,222.807590927173,0.284982124392695,-1.81105666634265,9.60215933614291e-09,1.8381466962508e-06
"5670","FBgn0034383","365.961339726081","1692.1484854687","1650.5362560037","2465.98548216303","170.074100497693","157.605135334598","1272.75588440771","739.628289994899","CG17821","",1064.33687169955,1770.35652701078,358.317216388318,0.202398336674777,-2.30473066098612,1.46036328225302e-08,2.75728590675251e-06
"5594","FBgn0034247","526.70126518588","16.3888473168881","10.8946287524997","28.0119517095384","513.919564547378","661.095366336403","12.4447242030976","131.3178165004","CG6484","",237.59677056901,16.9350379955059,458.258503142515,27.0597859458079,4.7580785219275,1.61046207669498e-08,2.99959443284958e-06
"6295","FBgn0035410","355.85191045188","1635.60696222544","1364.00751981296","1459.42268406695","393.758515282703","502.432478415666","953.718409382843","436.438625427799","CG14964","",887.65463813328,1353.18889387205,422.120382394512,0.311944906070465,-1.68063684386872,1.64358808036131e-08,3.02047660154932e-06
"1802","FBgn0022770","222.407444032425","2059.25866536699","2148.42078999294","2899.23700193722","598.956614796224","685.423675817582","1622.33950065836","953.985313988199","Peritrophin-A","Peritrophin A [Source:FlyBase gene name;Acc:FBgn0022770]",1398.75362582374,2182.31398948888,615.193262158608,0.281899518181933,-1.82674708280779,2.05992494871088e-08,3.73578231158975e-06
"4521","FBgn0032422","108.170893233952","586.720733944595","416.174818345488","710.569841698623","150.663469462631","88.8512172356125","410.675898702221","215.32259617345","atilla","atilla [Source:FlyBase gene name;Acc:FBgn0032422]",335.893683599572,531.035323172732,140.752044026411,0.265052130968373,-1.91565195523821,3.16525910494876e-08,5.66581379785828e-06
"1370","FBgn0014848","514.569950056838","4.09721182922203","3.26838862574991","1.86746344730256","1514.0292207349","6095.8281539147","3.39401569175389","5839.78054554719","Eig71Eh","Eig71Eh [Source:FlyBase gene name;Acc:FBgn0014848]",1747.10436873096,3.1567698985071,3491.05196756341,1105.89370774677,10.1109970132041,4.74371939978345e-08,8.27628917559687e-06
"6360","FBgn0035511","808.754341936092","4.91665419506644","4.35785150099987","6.53612206555895","1503.86174733558","1369.78959904903","3.39401569175389","70.4867691509499","Cpr64Ab","Cuticular protein 64Ab [Source:FlyBase gene name;Acc:FBgn0035511]",471.512137615629,4.80116086334479,938.223114367912,195.415888172155,7.61040395930892,4.9629343246386e-08,8.55051547456173e-06
"9509","FBgn0041711","341.698709467999","1457.7879688372","1662.52034763145","1649.90395569181","222.760099021435","471.757653417657","1264.83651446028","909.568993701299","yellow-e","yellow-e [Source:FlyBase gene name;Acc:FBgn0041711]",997.604280278642,1508.76219665519,486.446363902097,0.32241420482334,-1.63301278781819,5.46938139221571e-08,9.30672638628508e-06
"7541","FBgn0037387","1825.76292692073","352.360217313095","467.379573482237","380.962543249722","1309.75543698495","1496.71990938562","506.839676635248","917.293571142499","CG1213","",907.134231889262,426.885502670075,1387.38296110845,3.25001189412775,1.70044499800808,7.05923345386425e-08,1.17798012770022e-05
"9325","FBgn0040507","512.548064201998","122.096912510817","102.409510273497","105.511684772595","390.98556799198","468.584395659242","147.074013309335","289.671654045","ACXD","ACXD [Source:FlyBase gene name;Acc:FBgn0040507]",267.360225345558,119.273030216561,415.447420474555,3.48316312346754,1.80039803878939,7.09369154749462e-08,1.17798012770022e-05
"7016","FBgn0036592","1611.44302630766","13.9305202193549","10.8946287524997","7.46985378921023","1415.12743403244","1156.1235766491","16.9700784587694","81.1080631325999","CG13049","",539.133397667704,12.3162703049586,1065.95052503045,86.5481593564324,6.43543123261233,7.74296063247873e-08,1.27049079044589e-05
"9335","FBgn0040531","67.7331761371477","6.55553892675525","8.71570300199975","15.8734393020717","88.7343133031443","126.930310336589","10.1820470752617","51.1753255479499","CG11741","",46.987481703865,10.3316820765221,83.6432813312078,8.0958047984539,3.01717450499052,1.22786129436149e-07,1.96786188606795e-05
"10061","FBgn0051380","19.2079156209822","183.555089949147","144.898562408246","164.336783362625","23.1078940893605","40.1945982732533","117.659210647468","59.8654751692999","CG31380","",94.1031911900478,152.612411591872,35.593970788224,0.233231166567319,-2.10016750683039,1.27226537150835e-07,2.01559007074708e-05
"8776","FBgn0039310","40.4377170968046","1.63888473168881","1.08946287524997","2.80119517095384","51.7616827601675","42.3101034455298","3.39401569175389","16.41472706255","CG11878","",19.9809736043373,2.23088961741163,37.731057591263,16.913009633816,4.08006150197027,1.32539790805532e-07,2.07590447349165e-05
"1253","FBgn0013307","104.127121524272","22.124943877799","26.1471090059992","42.9516592879588","122.933996555398","190.395465504884","36.2028340453748","216.2881683536","Odc1","Ornithine decarboxylase 1 [Source:FlyBase gene name;Acc:FBgn0013307]",95.1464122694107,31.856636554283,158.436187984538,4.97341229713836,2.31423603588246,1.49886334960315e-07,2.3212172525371e-05
"5291","FBgn0033760","3825.40803735771","311.388099020875","455.395481854487","527.558423862973","2152.73141336482","2956.41847825639","409.544560138303","1575.8137980048","CG8785","",1526.78228648255,425.971641219159,2627.59293174593,6.16846915965013,2.62491249750975,1.5320908844165e-07,2.34631207332363e-05
"11988","FBgn0261932","2274.62158669526","32.7776946337763","239.681832554993","25.2107565385845","1086.99533796352","3590.0122773532","28.2834640979491","1366.28463491225","CG42798","",1080.48344809369,81.4884369563257,2079.47845923106,25.5186936564456,4.67348257196796,1.71207974688853e-07,2.59314232432578e-05
"396","FBgn0002629","129.400694709775","40.1526759263759","51.2047551367485","19.6083661966769","183.014521187735","239.052084467243","96.1637779330269","228.84060669555","E(spl)m4-BFM","Enhancer of split m4, Bearded family member [Source:FlyBase gene name;Acc:FBgn0002629]",123.429685281641,51.7823937982071,195.076976765076,3.76724524411288,1.91350995442913,1.76655809643497e-07,2.64657285251773e-05
"3970","FBgn0031560","361.917568016401","15.5694049510437","27.2365718812492","21.4758296439794","134.950101481865","381.848683595906","47.5162196845545","217.25374053375","CG16713","",150.971014973594,27.9495065402067,273.992523406981,9.80312561199709,3.29324180902192,1.80106821423059e-07,2.66926055878928e-05
"6583","FBgn0035873","9.09848634678103","95.0553144379512","89.3359557704974","39.2167323933537","8.31884187216978","8.46202068910596","85.9817308577652","23.1737323236","CG13670","",44.830351836403,77.3974333648919,12.2632703079142,0.158445439012153,-2.65794196378352,2.34330609085172e-07,3.43593487768184e-05
"6716","FBgn0036112","1091.81836161372","3.27776946337763","6.53677725149981","10.2710489601641","983.471972443183","702.347717195794","3.39401569175389","13.5180105221","CG14147","",351.8294591427,5.86990284169885,697.7890154437,118.875735129161,6.89331045253388,2.87963321307595e-07,4.13437339331518e-05
"10842","FBgn0053985","106.149007379112","6.55553892675525","5.44731437624984","3.73492689460512","40.6698935972745","67.6961655128476","9.05070851134371","50.2097533677999","CG33985","",36.1891635707485,6.19712217723848,66.1812049642585,10.6793448751643,3.41675124244269,3.45787115727697e-07,4.91338537739675e-05
