"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2395","FBgn0031143",5.619701831,5.485505272,66.61193248,3.59e-12,1.92e-11,18.54377511
"2396","FBgn0004362",8.690548831,8.665008355,66.58547,3.6e-12,1.93e-11,18.76365582
"2397","FBgn0040493",7.627152664,7.718846657,66.56914286,3.61e-12,1.93e-11,18.72681228
"2398","FBgn0025682",7.609370704,7.510571522,66.56921653,3.61e-12,1.93e-11,18.72581279
"2399","FBgn0020412",6.915129039,6.880419921,66.50378102,3.64e-12,1.95e-11,18.68447435
"2400","FBgn0010612",6.52808502,6.860253189,66.47315688,3.65e-12,1.95e-11,18.65642671
"2401","FBgn0037109",6.369726945,6.359594371,66.47678467,3.65e-12,1.95e-11,18.64281188
"2402","FBgn0260935",4.904961074,4.788318082,66.47860449,3.65e-12,1.95e-11,18.38139712
"2403","FBgn0036462",4.872241605,5.022052638,66.46993405,3.65e-12,1.95e-11,18.37322395
"2404","FBgn0033984",5.532509216,5.53616896,66.45866379,3.65e-12,1.95e-11,18.51244902
"2405","FBgn0051510",5.343270279,5.295761858,66.46168894,3.65e-12,1.95e-11,18.47457649
"2406","FBgn0051619",6.367420675,6.53774492,66.44358972,3.66e-12,1.95e-11,18.6390843
"2407","FBgn0024230",4.740590331,4.67187173,66.43234073,3.67e-12,1.96e-11,18.34010836
"2408","FBgn0035976",5.703429569,5.600186746,66.40516136,3.68e-12,1.96e-11,18.53944707
"2409","FBgn0031453",8.645794585,8.682718894,66.39100591,3.68e-12,1.96e-11,18.74233082
"2410","FBgn0036837",6.402546678,6.139516096,66.38663012,3.69e-12,1.96e-11,18.63660002
"2411","FBgn0038100",7.183262006,7.137894365,66.37784809,3.69e-12,1.97e-11,18.68451604
"2412","FBgn0031824",4.576741992,4.533435178,66.36789713,3.69e-12,1.97e-11,18.29553497
"2413","FBgn0266418",6.878615464,6.833974409,66.34332978,3.71e-12,1.97e-11,18.66598507
"2414","FBgn0264605",5.725491751,5.760255725,66.32798116,3.71e-12,1.98e-11,18.53608896
"2415","FBgn0039451",5.720240399,5.764909562,66.31440251,3.72e-12,1.98e-11,18.53378896
"2416","FBgn0040394",5.294088279,5.280650927,66.28142197,3.73e-12,1.98e-11,18.44738002
"2417","FBgn0039958",5.99744962,6.001076272,66.26747444,3.74e-12,1.99e-11,18.57552176
"2418","FBgn0039019",4.491677364,4.478825448,66.21785438,3.76e-12,2e-11,18.26169683
"2419","FBgn0031119",5.107021669,5.100590017,66.1964327,3.77e-12,2e-11,18.39918181
"2420","FBgn0037073",5.301559731,5.308542178,66.19045901,3.77e-12,2e-11,18.43961264
"2421","FBgn0031376",6.034542963,6.008961553,66.15724253,3.79e-12,2.01e-11,18.56945729
"2422","FBgn0062442",5.63000739,5.88211181,66.15680312,3.79e-12,2.01e-11,18.50160592
"2423","FBgn0026430",5.356933803,5.34893985,66.16705362,3.78e-12,2.01e-11,18.44933925
"2424","FBgn0025621",5.132674704,5.169526545,66.157346,3.79e-12,2.01e-11,18.40137837
"2425","FBgn0051961",4.203376164,4.144610002,66.14236183,3.8e-12,2.01e-11,18.17494033
"2426","FBgn0023508",5.724228683,5.738065185,66.13275879,3.8e-12,2.01e-11,18.51720751
"2427","FBgn0037779",5.867534073,5.34690712,66.12682101,3.8e-12,2.01e-11,18.54123136
"2428","FBgn0001089",8.892989958,8.708451156,66.11735858,3.81e-12,2.01e-11,18.71602507
"2429","FBgn0260632",6.144929018,6.215415261,66.11549754,3.81e-12,2.01e-11,18.58031821
"2430","FBgn0028402",4.657816151,4.680166947,66.11871676,3.81e-12,2.01e-11,18.29265331
"2431","FBgn0032876",5.545596892,5.446844653,66.10199526,3.81e-12,2.02e-11,18.48040676
"2432","FBgn0087011",6.077040191,6.343379662,66.09839714,3.82e-12,2.02e-11,18.56975061
"2433","FBgn0250903",5.069031381,5.080712381,66.09155024,3.82e-12,2.02e-11,18.38093652
"2434","FBgn0036666",7.133921831,7.17649743,66.08090323,3.82e-12,2.02e-11,18.65122793
"2435","FBgn0037788",7.712794593,7.638961095,66.03443008,3.84e-12,2.02e-11,18.67483133
"2436","FBgn0025633",6.874004235,6.857832366,66.04728622,3.84e-12,2.02e-11,18.63506773
"2437","FBgn0000054",6.13151241,6.027583646,66.03398943,3.84e-12,2.02e-11,18.5702116
"2438","FBgn0025809",5.655733684,5.573920249,66.03426834,3.84e-12,2.02e-11,18.49452759
"2439","FBgn0010416",5.410409192,5.370766559,66.03587731,3.84e-12,2.02e-11,18.44760937
"2440","FBgn0036857",6.743650339,6.621759589,66.00554066,3.86e-12,2.03e-11,18.6235675
"2441","FBgn0050456",5.550227578,5.357500312,65.99441856,3.86e-12,2.03e-11,18.47087825
"2442","FBgn0050394",5.04474998,4.930341613,65.99419837,3.86e-12,2.03e-11,18.36640617
"2443","FBgn0038924",4.993022948,4.879229739,65.99595287,3.86e-12,2.03e-11,18.3557441
"2444","FBgn0264302",6.121791236,6.228225775,65.97654746,3.87e-12,2.03e-11,18.5634905
"2445","FBgn0027335",7.378205284,7.238870759,65.96410463,3.88e-12,2.04e-11,18.65056965
"2446","FBgn0262473",7.507596103,7.456196397,65.95974138,3.88e-12,2.04e-11,18.65664857
"2447","FBgn0027552",6.274407081,6.089707484,65.94516513,3.89e-12,2.04e-11,18.57849387
"2448","FBgn0266579",6.076442256,6.339565981,65.94179649,3.89e-12,2.04e-11,18.55371181
"2449","FBgn0264303",6.121791236,6.228466046,65.91741174,3.9e-12,2.05e-11,18.55749757
"2450","FBgn0024251",5.600515598,5.471715175,65.90590804,3.9e-12,2.05e-11,18.47205063
"2451","FBgn0036927",5.478328819,5.668210518,65.90226066,3.91e-12,2.05e-11,18.44774536
"2452","FBgn0033206",4.367636584,4.310494258,65.88744309,3.91e-12,2.05e-11,18.19937717
"2453","FBgn0030293",6.096884294,6.082854377,65.86632765,3.92e-12,2.05e-11,18.54899867
"2454","FBgn0037643",7.64425618,7.928027974,65.85355054,3.93e-12,2.06e-11,18.65231686
"2455","FBgn0036587",5.991737559,5.983630558,65.85268819,3.93e-12,2.06e-11,18.53276989
"2456","FBgn0036770",4.903068287,4.628739927,65.8380921,3.94e-12,2.06e-11,18.32119438
"2457","FBgn0035464",6.465278715,6.571477468,65.81345772,3.95e-12,2.06e-11,18.58354505
"2458","FBgn0030555",4.844607393,4.744016217,65.81192588,3.95e-12,2.06e-11,18.30640773
"2459","FBgn0034066",5.762274682,5.778593089,65.8068798,3.95e-12,2.06e-11,18.49094325
"2460","FBgn0038964",5.926160454,5.950656724,65.77872957,3.96e-12,2.07e-11,18.515243
"2461","FBgn0016038",5.618098909,5.686988339,65.77704632,3.97e-12,2.07e-11,18.46238265
"2462","FBgn0031813",6.381066996,6.326556851,65.76792282,3.97e-12,2.07e-11,18.57148256
"2463","FBgn0011672",6.533637703,6.266480283,65.75298468,3.98e-12,2.07e-11,18.58273131
"2464","FBgn0020249",6.096824981,6.081949304,65.75199068,3.98e-12,2.07e-11,18.53720644
"2465","FBgn0027506",6.016030795,5.866080669,65.73507917,3.99e-12,2.08e-11,18.52408481
"2466","FBgn0044871",4.425307366,4.324235094,65.73238383,3.99e-12,2.08e-11,18.20050797
"2467","FBgn0030944",5.094083246,5.016356499,65.71186461,4e-12,2.08e-11,18.35092567
"2468","FBgn0039875",6.81633443,6.810568852,65.7070787,4e-12,2.08e-11,18.59645917
"2469","FBgn0259244",7.310694088,7.362764084,65.67087882,4.02e-12,2.09e-11,18.61646033
"2470","FBgn0016983",6.627707712,6.586914984,65.65985776,4.02e-12,2.09e-11,18.58008281
"2471","FBgn0261241",5.478765291,5.439683737,65.64907236,4.03e-12,2.09e-11,18.42322981
"2472","FBgn0052425",6.439695697,6.503947654,65.62970169,4.04e-12,2.1e-11,18.56238325
"2473","FBgn0035420",6.25674802,6.239033827,65.62597822,4.04e-12,2.1e-11,18.54390167
"2474","FBgn0029833",5.195785037,5.221975882,65.61311987,4.04e-12,2.1e-11,18.36258235
"2475","FBgn0001291",5.990939866,6.058496258,65.60884982,4.05e-12,2.1e-11,18.50779156
"2476","FBgn0025777",6.3674856,6.412589222,65.60215023,4.05e-12,2.1e-11,18.55311452
"2477","FBgn0037955",5.124674075,5.208754968,65.58269144,4.06e-12,2.1e-11,18.3451053
"2478","FBgn0013681",6.402803519,6.667254856,65.55988852,4.07e-12,2.11e-11,18.55193562
"2479","FBgn0035205",6.658533093,6.620624948,65.55022014,4.07e-12,2.11e-11,18.57072391
"2480","FBgn0012034",5.999452968,5.598957295,65.53925178,4.08e-12,2.11e-11,18.50214706
"2481","FBgn0085421",6.46345909,6.426717201,65.5336605,4.08e-12,2.11e-11,18.5543258
"2482","FBgn0000633",4.804866199,4.870849276,65.48879822,4.11e-12,2.12e-11,18.26771675
"2483","FBgn0085470",5.080780429,5.122727631,65.47559899,4.11e-12,2.13e-11,18.32531227
"2484","FBgn0017578",4.983539169,4.859509771,65.43472937,4.13e-12,2.14e-11,18.30050408
"2485","FBgn0029736",5.071492502,5.04697863,65.42267999,4.14e-12,2.14e-11,18.31837142
"2486","FBgn0029854",4.946813774,4.859041673,65.40369945,4.15e-12,2.14e-11,18.29043457
"2487","FBgn0027280",7.360940498,7.130000578,65.38477203,4.16e-12,2.15e-11,18.58841864
"2488","FBgn0035807",5.992051034,6.050892103,65.38936107,4.15e-12,2.15e-11,18.48600976
"2489","FBgn0031516",5.395792469,5.339279533,65.38292575,4.16e-12,2.15e-11,18.38123336
"2490","FBgn0030529",6.930175418,6.899830908,65.37698857,4.16e-12,2.15e-11,18.56774618
"2491","FBgn0051301",5.431667674,5.45083851,65.37207562,4.16e-12,2.15e-11,18.38722657
"2492","FBgn0035421",5.878849501,5.906060359,65.34168399,4.18e-12,2.15e-11,18.46428898
"2493","FBgn0000163",6.529262419,6.605859017,65.33738287,4.18e-12,2.15e-11,18.5393898
"2494","FBgn0031950",6.008151524,6.023047219,65.33037969,4.18e-12,2.16e-11,18.48210331
"2495","FBgn0034498",5.578444974,5.548381812,65.30311582,4.2e-12,2.16e-11,18.40835611
"2496","FBgn0030350",5.259486509,5.20303442,65.3018772,4.2e-12,2.16e-11,18.34561311
"2497","FBgn0004462",4.918315663,4.794728413,65.30018064,4.2e-12,2.16e-11,18.27446895
"2498","FBgn0029976",5.30566651,5.302888705,65.26590088,4.22e-12,2.17e-11,18.35161916
"2499","FBgn0030699",5.22048435,5.186514346,65.2571716,4.22e-12,2.17e-11,18.33318296
"2500","FBgn0039157",5.242497332,5.27044374,65.24486489,4.23e-12,2.17e-11,18.33694337
"2501","FBgn0023407",7.075698972,7.17664298,65.22211607,4.24e-12,2.18e-11,18.55809324
"2502","FBgn0039381",6.74512205,6.764665181,65.21916047,4.24e-12,2.18e-11,18.54138632
"2503","FBgn0026602",8.793756003,8.461093972,65.21558005,4.24e-12,2.18e-11,18.61731055
"2504","FBgn0020930",5.172164335,5.128228728,65.2125464,4.24e-12,2.18e-11,18.31916711
"2505","FBgn0026616",6.048614211,6.062977846,65.20098888,4.25e-12,2.18e-11,18.47459486
"2506","FBgn0029504",5.680602966,5.763121624,65.16299471,4.27e-12,2.19e-11,18.41204629
"2507","FBgn0039175",5.535989309,5.495696573,65.16620073,4.27e-12,2.19e-11,18.38596344
"2508","FBgn0016794",6.164450914,6.145950441,65.15584821,4.27e-12,2.19e-11,18.48472482
"2509","FBgn0259234",6.109396083,6.195999281,65.1567097,4.27e-12,2.19e-11,18.47805664
"2510","FBgn0038168",5.210380989,5.206991766,65.14049904,4.28e-12,2.19e-11,18.32027834
"2511","FBgn0040384",5.245280428,5.256949983,65.09231649,4.31e-12,2.2e-11,18.32296619
"2512","FBgn0038385",5.764810778,5.843402028,65.08781301,4.31e-12,2.2e-11,18.41913911
"2513","FBgn0036446",5.751818374,5.654799272,65.07169453,4.32e-12,2.21e-11,18.41558184
"2514","FBgn0262733",7.127940873,7.119191424,65.06208492,4.32e-12,2.21e-11,18.54337119
"2515","FBgn0034087",7.439407216,7.583988649,65.04756869,4.33e-12,2.21e-11,18.55608999
"2516","FBgn0037913",8.878278946,8.85586421,65.03355477,4.34e-12,2.21e-11,18.59814669
"2517","FBgn0032475",6.221085911,6.207511354,65.03804332,4.34e-12,2.21e-11,18.47961766
"2518","FBgn0040765",5.715674056,5.783916993,65.03629678,4.34e-12,2.21e-11,18.40583391
"2519","FBgn0034118",5.208676037,5.227637425,65.02074567,4.34e-12,2.22e-11,18.30840412
"2520","FBgn0010812",6.95245496,7.118495342,65.00459661,4.35e-12,2.22e-11,18.52918019
"2521","FBgn0036147",7.156439824,7.304299182,64.99422282,4.36e-12,2.22e-11,18.53740559
"2522","FBgn0028474",6.129088432,6.110560848,64.99276267,4.36e-12,2.22e-11,18.46353091
"2523","FBgn0037215",7.006940566,7.021698646,64.96713894,4.37e-12,2.23e-11,18.5277695
"2524","FBgn0004391",5.156091431,5.110172116,64.95311458,4.38e-12,2.23e-11,18.29117725
"2525","FBgn0263601",6.543589189,6.470447087,64.90328205,4.41e-12,2.24e-11,18.49477998
"2526","FBgn0039561",6.721636068,6.801602036,64.85617178,4.43e-12,2.25e-11,18.50161037
"2527","FBgn0000014",6.587076905,6.505405342,64.85930011,4.43e-12,2.25e-11,18.49322234
"2528","FBgn0015829",4.57495265,4.528616687,64.85455741,4.43e-12,2.25e-11,18.15675796
"2529","FBgn0029975",5.667498523,5.837084788,64.84220834,4.44e-12,2.26e-11,18.37760041
"2530","FBgn0011361",6.340564696,6.694325628,64.83028763,4.45e-12,2.26e-11,18.46977563
"2531","FBgn0027535",5.206073678,5.156772019,64.82717266,4.45e-12,2.26e-11,18.28864525
"2532","FBgn0010213",6.343410685,6.617442633,64.79561042,4.47e-12,2.27e-11,18.46646265
"2533","FBgn0052699",5.946048818,5.824320206,64.78669356,4.47e-12,2.27e-11,18.41721222
"2534","FBgn0027495",6.094345496,6.108315703,64.78339065,4.47e-12,2.27e-11,18.43755174
"2535","FBgn0038603",7.133454355,6.863503774,64.77116169,4.48e-12,2.27e-11,18.51240001
"2536","FBgn0036020",5.56797075,5.562306233,64.77400007,4.48e-12,2.27e-11,18.35338781
"2537","FBgn0025879",6.059931613,5.390326692,64.76235006,4.48e-12,2.27e-11,18.43117849
"2538","FBgn0036489",4.627066046,4.497863811,64.75055549,4.49e-12,2.27e-11,18.15900158
"2539","FBgn0004397",6.937918343,6.92850766,64.7370364,4.5e-12,2.28e-11,18.49995613
"2540","FBgn0264815",5.628720543,5.568226121,64.73036649,4.5e-12,2.28e-11,18.35927725
"2541","FBgn0037297",4.275846046,4.205362079,64.72712579,4.5e-12,2.28e-11,18.07007207
"2542","FBgn0250871",8.084604004,8.234008793,64.71746891,4.51e-12,2.28e-11,18.54797578
"2543","FBgn0036198",5.375328401,5.453575972,64.68279001,4.53e-12,2.29e-11,18.3079742
"2544","FBgn0001075",7.970289717,8.006240105,64.64466057,4.55e-12,2.29e-11,18.53600304
"2545","FBgn0031228",6.041869007,6.338642647,64.64656527,4.55e-12,2.29e-11,18.41647223
"2546","FBgn0041181",5.954790871,5.982284246,64.65131737,4.54e-12,2.29e-11,18.40439843
"2547","FBgn0036309",5.878249081,5.790045575,64.64382365,4.55e-12,2.29e-11,18.39267668
"2548","FBgn0038948",4.810552724,4.792936479,64.64417476,4.55e-12,2.29e-11,18.1892046
"2549","FBgn0004198",6.858378789,6.86098986,64.63915411,4.55e-12,2.29e-11,18.48567182
"2550","FBgn0033929",6.111602956,6.052470623,64.62567015,4.56e-12,2.3e-11,18.42335174
"2551","FBgn0035484",5.204970403,4.660592127,64.61088339,4.57e-12,2.3e-11,18.26705425
"2552","FBgn0040235",4.757872313,4.686325088,64.61157332,4.57e-12,2.3e-11,18.17454333
"2553","FBgn0033635",6.341002557,6.123070792,64.60141825,4.57e-12,2.3e-11,18.44573991
"2554","FBgn0263667",5.170370149,5.126416974,64.59713368,4.57e-12,2.3e-11,18.2591454
"2555","FBgn0024329",6.638365138,6.636085987,64.57595917,4.59e-12,2.31e-11,18.46646483
"2556","FBgn0085444",5.578105658,5.537046033,64.57698892,4.59e-12,2.31e-11,18.33548821
"2557","FBgn0266186",6.363347381,6.182144809,64.57108797,4.59e-12,2.31e-11,18.44474918
"2558","FBgn0031987",4.275772867,4.304752189,64.54210769,4.61e-12,2.31e-11,18.05294072
"2559","FBgn0033609",5.698316022,5.653739361,64.53404133,4.61e-12,2.31e-11,18.35227302
"2560","FBgn0030318",6.501148935,6.440238222,64.53011067,4.61e-12,2.31e-11,18.45179606
"2561","FBgn0027539",6.469749572,6.560592539,64.49649981,4.63e-12,2.32e-11,18.44584444
"2562","FBgn0027844",5.656006787,5.517926475,64.47710775,4.64e-12,2.33e-11,18.33875819
"2563","FBgn0039252",5.566728642,5.794480265,64.47091189,4.65e-12,2.33e-11,18.32237053
"2564","FBgn0039204",4.654620864,4.622361086,64.47072621,4.65e-12,2.33e-11,18.1390529
"2565","FBgn0037644",4.940013679,4.925722163,64.45638919,4.65e-12,2.33e-11,18.19830575
"2566","FBgn0266369",6.89747221,6.573158406,64.44697846,4.66e-12,2.33e-11,18.46688776
"2567","FBgn0027087",6.457810508,6.394185341,64.43845611,4.66e-12,2.33e-11,18.43859535
"2568","FBgn0005624",6.05154028,6.070094429,64.41104722,4.68e-12,2.34e-11,18.39336611
"2569","FBgn0031598",4.88276246,4.824926384,64.40912026,4.68e-12,2.34e-11,18.18164578
"2570","FBgn0039025",5.239536629,5.245911869,64.39631376,4.69e-12,2.34e-11,18.2532452
"2571","FBgn0030400",6.52273706,6.561309708,64.39289298,4.69e-12,2.34e-11,18.43903623
"2572","FBgn0024352",7.659920861,7.633950406,64.38364097,4.7e-12,2.35e-11,18.49443169
"2573","FBgn0260945",6.646976165,6.57916916,64.37034546,4.7e-12,2.35e-11,18.44493686
"2574","FBgn0086358",5.685658127,5.577721841,64.33043845,4.73e-12,2.36e-11,18.32866902
"2575","FBgn0037933",7.099118028,6.815919146,64.30378934,4.74e-12,2.37e-11,18.46045139
"2576","FBgn0029175",4.975368133,4.998597506,64.30290179,4.74e-12,2.37e-11,18.19031829
"2577","FBgn0035987",6.451307504,6.460240502,64.27920302,4.76e-12,2.37e-11,18.4213154
"2578","FBgn0030738",5.364731177,5.336226159,64.26809658,4.76e-12,2.37e-11,18.26477209
"2579","FBgn0260965",5.252010534,5.276219242,64.27014545,4.76e-12,2.37e-11,18.24309474
"2580","FBgn0015402",5.468293505,5.434024781,64.25816593,4.77e-12,2.37e-11,18.28327036
"2581","FBgn0022960",6.18312349,6.118427145,64.24244572,4.78e-12,2.38e-11,18.39164578
"2582","FBgn0086784",5.663954609,5.714990647,64.23014513,4.79e-12,2.38e-11,18.31514704
"2583","FBgn0051357",5.412247052,5.264783045,64.21005968,4.8e-12,2.39e-11,18.26792632
"2584","FBgn0035769",5.169226133,5.140621581,64.20981458,4.8e-12,2.39e-11,18.22105356
"2585","FBgn0262362",6.786067587,6.844092787,64.17575012,4.82e-12,2.39e-11,18.43208153
"2586","FBgn0264494",6.334558587,6.155033022,64.15213471,4.83e-12,2.4e-11,18.39748873
"2587","FBgn0035519",6.232331383,6.216942622,64.10882693,4.86e-12,2.41e-11,18.38289287
"2588","FBgn0030434",4.784795136,4.78777647,64.10935356,4.86e-12,2.41e-11,18.1326543
"2589","FBgn0015229",7.576475004,7.47636473,64.06470418,4.88e-12,2.42e-11,18.45558157
"2590","FBgn0086707",6.166052471,6.113089461,64.04716857,4.89e-12,2.43e-11,18.36899275
"2591","FBgn0032748",6.357250919,6.445210176,64.04264607,4.9e-12,2.43e-11,18.38797987
"2592","FBgn0262029",7.824045179,7.836711997,64.02647673,4.91e-12,2.43e-11,18.46213827
"2593","FBgn0003218",6.503789644,6.576982672,64.02495673,4.91e-12,2.43e-11,18.39807965
"2594","FBgn0040068",6.024102165,6.026971357,64.01287216,4.92e-12,2.43e-11,18.34794458
"2595","FBgn0023094",5.662717795,5.581959005,63.99844424,4.92e-12,2.44e-11,18.29102641
"2596","FBgn0000228",5.839484439,5.781525338,63.98977735,4.93e-12,2.44e-11,18.31885893
"2597","FBgn0038299",5.087332805,5.028573888,63.98796602,4.93e-12,2.44e-11,18.18245678
"2598","FBgn0040305",5.467552648,5.43720207,63.9607311,4.95e-12,2.45e-11,18.25281023
"2599","FBgn0040475",6.55336228,6.347338213,63.9121978,4.98e-12,2.46e-11,18.38957024
"2600","FBgn0032640",6.532296085,6.611889415,63.91188216,4.98e-12,2.46e-11,18.38804633
"2601","FBgn0031115",4.603069322,4.582898255,63.90609484,4.98e-12,2.46e-11,18.07419526
"2602","FBgn0024732",5.036230353,5.079084394,63.90031234,4.98e-12,2.46e-11,18.16304897
"2603","FBgn0035993",4.609525752,4.635492256,63.89773287,4.99e-12,2.46e-11,18.07473988
"2604","FBgn0261647",5.884197357,5.852794803,63.89014761,4.99e-12,2.46e-11,18.31532737
"2605","FBgn0069923",4.743580796,4.916549988,63.87265848,5e-12,2.47e-11,18.10078981
"2606","FBgn0085478",6.259421068,6.264768493,63.86138343,5.01e-12,2.47e-11,18.35925721
"2607","FBgn0050481",4.564853662,4.58210132,63.83808405,5.02e-12,2.48e-11,18.05857136
"2608","FBgn0053123",5.914056736,5.85891154,63.82962235,5.03e-12,2.48e-11,18.31274352
"2609","FBgn0000629",5.096727767,5.049024437,63.80370922,5.04e-12,2.48e-11,18.16626762
"2610","FBgn0026428",6.684701772,6.729383883,63.79688631,5.05e-12,2.48e-11,18.38530705
"2611","FBgn0000719",6.185827546,5.942575108,63.79509187,5.05e-12,2.48e-11,18.34413017
"2612","FBgn0086347",6.785741445,6.696605602,63.7880462,5.05e-12,2.49e-11,18.3900428
"2613","FBgn0043841",9.186058455,8.940602902,63.78105099,5.06e-12,2.49e-11,18.46049323
"2614","FBgn0030788",5.508655844,5.39384814,63.77424564,5.06e-12,2.49e-11,18.24080289
"2615","FBgn0035951",5.251485686,5.373856142,63.7686071,5.07e-12,2.49e-11,18.19284506
"2616","FBgn0026634",5.007089438,4.956917618,63.7592957,5.07e-12,2.49e-11,18.14358194
"2617","FBgn0032167",7.045186699,6.529695794,63.73784494,5.09e-12,2.5e-11,18.39636889
"2618","FBgn0058002",6.176165722,6.435311231,63.72555586,5.09e-12,2.5e-11,18.33585219
"2619","FBgn0029821",4.58443104,4.640383251,63.7254692,5.09e-12,2.5e-11,18.05218017
"2620","FBgn0030320",6.087425753,6.085805689,63.71826764,5.1e-12,2.5e-11,18.3248313
"2621","FBgn0033762",5.114687264,5.137092204,63.70950526,5.1e-12,2.5e-11,18.16028769
"2622","FBgn0034915",4.897329034,4.909131907,63.71168954,5.1e-12,2.5e-11,18.11694227
"2623","FBgn0032240",4.424011327,4.42272427,63.70288647,5.11e-12,2.5e-11,18.01307329
"2624","FBgn0037010",5.333609272,5.396617865,63.66964597,5.13e-12,2.51e-11,18.19826813
"2625","FBgn0261563",7.70434281,7.753217071,63.65614318,5.14e-12,2.51e-11,18.41591264
"2626","FBgn0027528",6.790928062,6.65410871,63.64207914,5.15e-12,2.52e-11,18.37430793
"2627","FBgn0035986",6.315506568,6.31855997,63.64492713,5.14e-12,2.52e-11,18.34146274
"2628","FBgn0011586",6.054275861,6.070691117,63.63993715,5.15e-12,2.52e-11,18.31239771
"2629","FBgn0022935",5.559381062,5.465314954,63.64455727,5.14e-12,2.52e-11,18.2367841
"2630","FBgn0037238",5.274791634,5.577285146,63.62525265,5.16e-12,2.52e-11,18.18252533
"2631","FBgn0004456",7.191000965,7.160311824,63.60512861,5.17e-12,2.52e-11,18.38791846
"2632","FBgn0039215",5.409026322,5.3867329,63.60086199,5.17e-12,2.52e-11,18.2054506
"2633","FBgn0027598",7.368457798,7.207745408,63.5828239,5.18e-12,2.53e-11,18.39302862
"2634","FBgn0015766",9.360700206,9.788166835,63.56365924,5.2e-12,2.53e-11,18.43647571
"2635","FBgn0032197",5.513360411,5.495388028,63.55463812,5.2e-12,2.54e-11,18.2192308
"2636","FBgn0037188",5.933177921,5.897805754,63.53394119,5.22e-12,2.54e-11,18.28464153
"2637","FBgn0004856",5.842010879,5.758763156,63.53671375,5.21e-12,2.54e-11,18.2716618
"2638","FBgn0030768",5.456184599,5.485610784,63.53610793,5.21e-12,2.54e-11,18.20723248
"2639","FBgn0040236",6.041885181,5.941046889,63.49226093,5.24e-12,2.55e-11,18.29488435
"2640","FBgn0029088",6.06344397,6.055040721,63.47488547,5.25e-12,2.56e-11,18.29606957
"2641","FBgn0032882",5.169153119,5.147201657,63.47182369,5.26e-12,2.56e-11,18.14702167
"2642","FBgn0028398",4.346123718,4.377546517,63.47182212,5.26e-12,2.56e-11,17.97226239
"2643","FBgn0024996",4.896649554,4.821975203,63.45410206,5.27e-12,2.56e-11,18.09104627
"2644","FBgn0003159",6.81901857,6.896893903,63.42717871,5.29e-12,2.57e-11,18.35205914
"2645","FBgn0004390",6.557270462,6.567529383,63.33887522,5.34e-12,2.59e-11,18.32765766
"2646","FBgn0036402",6.115912503,6.134981147,63.34640944,5.34e-12,2.59e-11,18.28849297
"2647","FBgn0003651",5.788946699,5.730961661,63.34147299,5.34e-12,2.59e-11,18.24237357
"2648","FBgn0031457",5.33791279,5.194459717,63.33929352,5.34e-12,2.59e-11,18.16524396
"2649","FBgn0261789",5.202955441,5.221627358,63.34740778,5.34e-12,2.59e-11,18.14101947
"2650","FBgn0029685",5.180447527,5.002666724,63.34502641,5.34e-12,2.59e-11,18.13624378
"2651","FBgn0033376",4.718431788,4.703046457,63.34636702,5.34e-12,2.59e-11,18.04451684
"2652","FBgn0051146",4.785883877,4.875531975,63.32781531,5.35e-12,2.59e-11,18.05623988
"2653","FBgn0038546",5.107017784,5.101693987,63.31105578,5.36e-12,2.6e-11,18.11893368
"2654","FBgn0042185",5.331828648,5.422254006,63.3076393,5.37e-12,2.6e-11,18.16124686
"2655","FBgn0261461",7.086406097,6.899420748,63.29927053,5.37e-12,2.6e-11,18.34973588
"2656","FBgn0027287",5.758356716,5.701325301,63.29518558,5.37e-12,2.6e-11,18.23270226
"2657","FBgn0034313",5.566416428,5.508747374,63.2928474,5.38e-12,2.6e-11,18.20142724
"2658","FBgn0034310",5.022921844,4.959929802,63.2953991,5.37e-12,2.6e-11,18.10082213
"2659","FBgn0039601",5.117110676,5.036697632,63.26201608,5.4e-12,2.61e-11,18.11572991
"2660","FBgn0034694",4.930678843,4.764488987,63.26482484,5.39e-12,2.61e-11,18.07955411
"2661","FBgn0032243",4.338620515,4.306442591,63.2583465,5.4e-12,2.61e-11,17.95015889
"2662","FBgn0039909",6.864164654,7.173824909,63.23814653,5.41e-12,2.61e-11,18.3334024
"2663","FBgn0262955",6.858377952,6.789285647,63.24140518,5.41e-12,2.61e-11,18.33354465
"2664","FBgn0031319",6.056895866,6.061222365,63.23752588,5.41e-12,2.61e-11,18.26962368
"2665","FBgn0036043",5.167570768,5.076348517,63.24568901,5.41e-12,2.61e-11,18.12413123
"2666","FBgn0031607",4.768313832,4.771573913,63.21806144,5.43e-12,2.61e-11,18.04234672
"2667","FBgn0037944",6.54201423,6.552255541,63.2119262,5.43e-12,2.62e-11,18.31260386
"2668","FBgn0019662",5.654396268,5.638856645,63.19541566,5.44e-12,2.62e-11,18.2064839
"2669","FBgn0028292",4.608459052,4.589999139,63.15945107,5.47e-12,2.63e-11,18.00282057
"2670","FBgn0035968",5.99383827,6.098209302,63.14929461,5.47e-12,2.63e-11,18.25211473
"2671","FBgn0039559",5.716404425,5.692697451,63.14537329,5.48e-12,2.63e-11,18.2112181
"2672","FBgn0004055",5.704693234,5.84751583,63.13037442,5.49e-12,2.64e-11,18.20735484
"2673","FBgn0029830",5.697436217,5.554596698,63.13103694,5.49e-12,2.64e-11,18.20571916
